StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4
2025-09-15 10:07:16,2025-09-15 10:08:50,IP Address,130.126.255.154,100,93,True,2025-09-15 10:08:50,R_7maTUJqH6R22HPr,,,,,40.112,-88.2365,anonymous,EN,China,Beijing,Beijing,Beijing is a very historical and convenient city.
2025-09-15 10:08:39,2025-09-15 10:08:59,IP Address,104.28.104.132,100,20,True,2025-09-15 10:09:00,R_3gHoOp3vAnzvNAC,,,,,40.6887,-89.5857,anonymous,EN,usa,il,chicago,busy
2025-09-15 10:06:47,2025-09-15 10:09:24,IP Address,130.126.255.250,100,157,True,2025-09-15 10:09:24,R_7m9hM8WA02eFQGZ,,,,,40.112,-88.2365,anonymous,EN,Japan,Tokyo,Yokota Air Force Base,"A US Air Force base in the middle of Tokyo, Japan."
2025-09-15 10:07:17,2025-09-15 10:09:34,IP Address,130.126.255.199,100,136,True,2025-09-15 10:09:34,R_7ZEVxWqNfMyXyYY,,,,,40.112,-88.2365,anonymous,EN,United States,Illinois,"Mbengwi, Cameroon","Rural, and everyone knows everyone"
2025-09-15 10:08:59,2025-09-15 10:09:55,IP Address,130.126.255.204,100,56,True,2025-09-15 10:09:55,R_7SU8xjXw9ZfBMGZ,,,,,40.112,-88.2365,anonymous,EN,United States of America,California,San Ramon,Suburban bay area valley city.
2025-09-15 10:09:06,2025-09-15 10:09:56,IP Address,130.126.255.173,100,50,True,2025-09-15 10:09:56,R_7TPzoPqNyIFzUvT,,,,,40.112,-88.2365,anonymous,EN,China,Shanghai,Zhejiang,it is a beautiful city
2025-09-15 10:08:55,2025-09-15 10:10:13,IP Address,130.126.255.199,100,78,True,2025-09-15 10:10:13,R_1TYND69Lvy0apgy,,,,,40.112,-88.2365,anonymous,EN,United States,Illinois,Hoffman Estates,"My hometown is like any other hometown in the United States "
2025-09-15 10:05:50,2025-09-15 10:10:15,IP Address,130.126.255.125,100,265,True,2025-09-15 10:10:16,R_6QKFOOFnh8LIX8c,,,,,40.112,-88.2365,anonymous,EN,The United States of America,Illinois,Woodstock,"Woodstock is a town near the Illinois-Wisconsin border with around 25,000 people and a strong town center."
2025-09-15 10:08:09,2025-09-15 10:10:19,IP Address,72.36.119.12,100,130,True,2025-09-15 10:10:20,R_5glnAsoTsrmBz2N,,,,,40.112,-88.2365,anonymous,EN,Taiwan,Hsinchu County,Zhubei City,Technology
2025-09-15 10:10:19,2025-09-15 10:10:51,IP Address,130.126.255.233,100,32,True,2025-09-15 10:10:52,R_7sVyoS3jazDeCdP,,,,,40.112,-88.2365,anonymous,EN,China,Beijing,Beijing,Very good city
2025-09-15 10:11:25,2025-09-15 10:12:05,IP Address,72.36.119.150,100,39,True,2025-09-15 10:12:05,R_3hKj66dcXE9ZQE5,,,,,40.112,-88.2365,anonymous,EN,Vietnam,Ho Chi Minh city/Saigon,Ho Chi Minh,bustling
