StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_6_TEXT,Q2,Q3,Q4,Q4_7_TEXT,Q5,Q6,Q7,Q7_5_TEXT,Q8,Q9,Q10
2025-09-15 10:07:57,2025-09-15 10:09:47,0,174.208.225.105,100,109,1,2025-09-15 10:09:47,R_5gIzdsg5Q3hIYfV,,,,,41.8483,-87.6517,anonymous,EN,1,,"Systems Engineering and Design ",3,"1,2,3,6",,2,2,7,,Probably a short document describing how to use it best.,2,2
2025-09-15 10:08:07,2025-09-15 10:09:50,0,72.36.119.12,100,103,1,2025-09-15 10:09:51,R_3BzGPG5iuIJ1IIw,,,,,40.112,-88.2365,anonymous,EN,3,,Electrical Engineering & Material Sciences Engineering,1,"1,2,3,6",,4,1,4,,Having a decent amount of background knowledge.,4,3
2025-09-15 10:06:42,2025-09-15 10:09:55,0,130.126.255.202,100,193,1,2025-09-15 10:09:55,R_7OGDQ0dqVkpQuoL,,,,,40.112,-88.2365,anonymous,EN,1,,Engineering,1,"1,3,4",,2,2,"1,4",,If there was a resource that guided me on how to use them,2,2
2025-09-15 10:06:33,2025-09-15 10:09:55,0,130.126.255.122,100,202,1,2025-09-15 10:09:55,R_6aahyU1StCtGj24,,,,,40.112,-88.2365,anonymous,EN,4,,Psychology,2,"1,6",,3,2,7,,tutorials maybe,2,1
2025-09-15 10:08:08,2025-09-15 10:09:56,0,130.126.255.35,100,108,1,2025-09-15 10:09:57,R_1rDaY9oLakFeZDx,,,,,40.112,-88.2365,anonymous,EN,4,,"Linguistics ",1,1,,2,1,"3,4",,"more school-provided digital access ",2,2
2025-09-15 10:08:10,2025-09-15 10:10:04,0,130.126.255.150,100,113,1,2025-09-15 10:10:04,R_3CfFdAXffcYelSH,,,,,40.112,-88.2365,anonymous,EN,3,,Vet Med,3,6,,3,2,"1,3",,More opportunities to learn,3,3
2025-09-15 10:07:30,2025-09-15 10:10:04,0,130.126.255.95,100,154,1,2025-09-15 10:10:05,R_1ShA8Qlr0naiajv,,,,,40.112,-88.2365,anonymous,EN,2,,Economic,1,"1,2",,2,2,4,,GPT,2,2
2025-09-15 10:08:50,2025-09-15 10:10:14,0,130.126.255.15,100,83,1,2025-09-15 10:10:14,R_7PjT6dwIVGRM93e,,,,,40.112,-88.2365,anonymous,EN,2,,Information Science (UX Design),2,"2,3",,2,3,"2,4",,Better instruction on implementing these tools and help services,2,1
2025-09-15 10:09:06,2025-09-15 10:10:23,0,104.28.104.132,100,77,1,2025-09-15 10:10:24,R_3eQyiGkbPpQOAts,,,,,40.6887,-89.5857,anonymous,EN,3,,"chlh ",2,5,,2,4,2,,"tutorial ",3,2
2025-09-15 10:08:15,2025-09-15 10:10:49,0,130.126.255.173,100,154,1,2025-09-15 10:10:49,R_3uxo4q01eqL8jo5,,,,,40.112,-88.2365,anonymous,EN,1,,"Econometrics and Quantitative Economics ",2,1,,2,2,3,,I don't use digital tools very often to the point where I need more resources.,3,3
2025-09-15 10:08:24,2025-09-15 10:10:50,0,72.36.119.216,100,146,1,2025-09-15 10:10:50,R_77qit3Alv8uPFne,,,,,40.112,-88.2365,anonymous,EN,1,,Psychology,2,1,,2,2,"1,2",,"Clear guidelines and someone who can show me how to effectively use the tools. ",3,3
2025-09-15 10:09:40,2025-09-15 10:10:50,0,130.126.255.199,100,69,1,2025-09-15 10:10:51,R_7Cge5x3MIoBXCKk,,,,,40.112,-88.2365,anonymous,EN,1,,Statistics,1,"2,3",,2,2,2,,"The last time I had trouble, I went to tech support",2,2
2025-09-15 10:08:50,2025-09-15 10:11:02,0,130.126.255.184,100,131,1,2025-09-15 10:11:02,R_1nM6hZ5EOaEqrpD,,,,,40.112,-88.2365,anonymous,EN,1,,Electrical Engineering,1,"1,2,3",,3,1,4,,GPT plus/pro for free for UIUC students!!!,2,2
2025-09-15 10:08:08,2025-09-15 10:11:04,0,130.126.255.175,100,175,1,2025-09-15 10:11:04,R_5eLU5nUh5woRZ1a,,,,,40.112,-88.2365,anonymous,EN,1,,Speech and Hearing Sciences,1,1,,2,2,1,,"Examples how to request AI (like ChatGPT) to give study tools that will be truly parallel to the coursework. ",3,2
2025-09-15 10:08:09,2025-09-15 10:11:15,0,172.225.130.59,100,185,1,2025-09-15 10:11:15,R_1CevPfegmeXwNup,,,,,41.8835,-87.6305,anonymous,EN,1,,"business undeclared ",1,"1,2,6",,2,1,1,,"more practice ",2,1
2025-09-15 10:08:26,2025-09-15 10:11:18,0,72.36.119.5,100,171,1,2025-09-15 10:11:18,R_7PLIs6KuKaxkIYK,,,,,40.112,-88.2365,anonymous,EN,1,,Biology MCB,1,"1,7",quizlet,3,1,1,,More chances to use them,2,2
2025-09-15 10:08:27,2025-09-15 10:11:21,0,130.126.255.90,100,174,1,2025-09-15 10:11:21,R_1r1E2d4qOxPRyVr,,,,,40.112,-88.2365,anonymous,EN,1,,Computer Science,1,"1,2,3",,3,2,"1,4,7",,"Training for how to use tools efficiently ",2,2
2025-09-15 10:09:34,2025-09-15 10:11:25,0,172.225.130.51,100,111,1,2025-09-15 10:11:25,R_1LYHdXpKT03djcg,,,,,41.8835,-87.6305,anonymous,EN,1,,"Mechanical Engineering ",1,1,,4,2,"1,2",,"More time to use them ",4,2
2025-09-15 10:09:34,2025-09-15 10:11:39,0,130.126.255.149,100,124,1,2025-09-15 10:11:40,R_7D9PHC7uPpf04sF,,,,,40.112,-88.2365,anonymous,EN,1,,"Mechanical Engineering ",1,1,,2,2,1,,"Some guidance video ",3,2
2025-09-15 10:10:27,2025-09-15 10:12:16,0,130.126.255.204,100,108,1,2025-09-15 10:12:16,R_7FVPYkwb8wsXjuu,,,,,40.112,-88.2365,anonymous,EN,1,,Undeclared.,1,"1,2,6",,2,2,5,I'm just lazy,Nothing,2,3
2025-09-15 10:11:32,2025-09-15 10:12:29,0,172.225.130.51,100,56,1,2025-09-15 10:12:29,R_6pKc2YiHcvnTERD,,,,,41.8835,-87.6305,anonymous,EN,1,,"Mechanical Engineering ",1,1,,4,2,"1,2",,More time to use them.,4,2
2025-09-15 10:10:29,2025-09-15 10:12:30,0,130.126.255.154,100,120,1,2025-09-15 10:12:30,R_5bw94btm2q9MzMl,,,,,40.112,-88.2365,anonymous,EN,1,,History of Art,1,"1,6",,3,1,2,,Helping me overcome the technical difficulties.,2,2
2025-09-15 10:09:32,2025-09-15 10:13:26,0,130.126.255.250,100,234,1,2025-09-15 10:13:27,R_6IRUTcZXGGLVLbz,,,,,40.112,-88.2365,anonymous,EN,2,,Undeclared,1,6,,2,4,2,,Paid subscriptions to tool services,4,3
