id,author_id,created_at,text,clean_text,sentiment_score,sentiment
1962549865847849311,1843938280481705984,2025-09-01 16:15:25+00:00,"🇮🇳 East Bengal creates history! ✨
The only Indian club to reach the main stage of Asia’s top continental competition in both men’s and women’s football 🏆⚽️

🟥 Men: 1985 &amp; 1998 Asian Club Championships
🟨 Women: 2025 AFC Women’s Champions League

A legacy unmatched! https://t.co/PpFyvCh43I",🇮🇳 East Bengal creates history! ✨ The only Indian club to reach the main stage of Asia’s top continental competition in both men’s and women’s football 🏆⚽️ 🟥 Men: 1985 &amp; 1998 Asian Club Championships 🟨 Women: 2025 AFC Women’s Champions League A legacy unmatched!,0.9039,positive
1962501363784409592,1719350099677954048,2025-09-01 13:02:41+00:00,"@KizukeUmbrella The thing a Vietnamese wont admit no one like it, its history or culture a insignificant country, people love thais way more than vietnamese eww. U already know how east asian view u, dont know if you kno no sea country like u either😉😊🤗","The thing a Vietnamese wont admit no one like it, its history or culture a insignificant country, people love thais way more than vietnamese eww. U already know how east asian view u, dont know if you kno no sea country like u either😉😊🤗",0.8775,positive
1962492909246185937,619295345,2025-09-01 12:29:05+00:00,"@Metoaga @maninblack7716 @ceaserenapolyon @UpdatingOnRome The East Asian Turkic tribes lost their ancient homeland completely and left no trace, other than some history text in Chinese.

You can argue some people remained in modern day China and Sinicized. But remember being Turkic was never about race or ethnicity","The East Asian Turkic tribes lost their ancient homeland completely and left no trace, other than some history text in Chinese. You can argue some people remained in modern day China and Sinicized. But remember being Turkic was never about race or ethnicity",-0.4735,negative
1962480772268601547,770292512963473409,2025-09-01 11:40:51+00:00,"@BowesChay Jeffrey Sachs refuses to touch on the facts of East Asian history up until 1945. He continues to paint Japan as evil and plays a role in justifying the dropping of the atomic bomb, even though he knows that this is what has made  numerous brutal war since 1946 ""successful.""","Jeffrey Sachs refuses to touch on the facts of East Asian history up until 1945. He continues to paint Japan as evil and plays a role in justifying the dropping of the atomic bomb, even though he knows that this is what has made numerous brutal war since 1946 ""successful.""",-0.8957,negative
1962470589970665705,256906340,2025-09-01 11:00:24+00:00,"i mean seriously. it has:
- time travel
- enemies to lovers potentially
- yoona
- star crossed lovers
- history

me:
- history minor w/ east/sea asian focus, researched joseon dyn.
- one guess on who my snsd bias was
- last drama i crashed out on was my love from the stars ??? !! https://t.co/qyuEPjSV0s","i mean seriously. it has: - time travel - enemies to lovers potentially - yoona - star crossed lovers - history me: - history minor w/ east/sea asian focus, researched joseon dyn. - one guess on who my snsd bias was - last drama i crashed out on was my love from the stars ??? !!",0.8327,positive
1962470493409194010,352418293,2025-09-01 11:00:01+00:00,"East and South East Asian Heritage Month is a month where people of ESEA heritage can celebrate their identity, history, culture, and experiences. It also provides exposure and learning opportunities for others.
.
.
.
.
.
@GCEHireFleet https://t.co/T0lIuOproL","East and South East Asian Heritage Month is a month where people of ESEA heritage can celebrate their identity, history, culture, and experiences. It also provides exposure and learning opportunities for others. . . . . .",0.743,positive
1962432154874548628,1720665183188922368,2025-09-01 08:27:40+00:00,"@Freedom01968513 Based on your tweets, which often explore cyclical history, East Asian political thought (like Hua-Yi orders), European religious reforms, and reflective philosophy with biblical undertones, you sound most like Oswald Spengler. His ""Decline of the West"" echoes your bio's theme of","Based on your tweets, which often explore cyclical history, East Asian political thought (like Hua-Yi orders), European religious reforms, and reflective philosophy with biblical undertones, you sound most like Oswald Spengler. His ""Decline of the West"" echoes your bio's theme of",0.6478,positive
1962416341119299906,346743449,2025-09-01 07:24:50+00:00,"🎉🎉This month, we honour the culture, history &amp; contributions of East and Southeast Asian communities across the UK. #representationmatters #SoutheastAsia #Resilience #onevoicestrengthinunity https://t.co/cwKKST3HSc","🎉🎉This month, we honour the culture, history &amp; contributions of East and Southeast Asian communities across the UK.",0.8442,positive
1962410094542602704,1461635559802167303,2025-09-01 07:00:01+00:00,"📢East and South East Asian Heritage Month, Organised by Britain’s East and South East Asian,  Network,  East and South East Asian Heritage Month offers collaborative activities that celebrate and explore heritage, culture, history, and other aspects of ESEA communities.  1/2","📢East and South East Asian Heritage Month, Organised by Britain’s East and South East Asian, Network, East and South East Asian Heritage Month offers collaborative activities that celebrate and explore heritage, culture, history, and other aspects of ESEA communities. 1/2",0.5719,positive
1962352741998833873,1741791137117999104,2025-09-01 03:12:07+00:00,"🇮🇳 East Bengal creates history! ✨
The only Indian club to reach the main stage of Asia’s top continental competition in both men’s and women’s football 🏆⚽️

🟥 Men: 1985 &amp; 1998 Asian Club Championships
🟨 Women: 2025 AFC Women’s Champions League

A legacy unmatched! 🔥#ebfc https://t.co/0umO1q3xTW",🇮🇳 East Bengal creates history! ✨ The only Indian club to reach the main stage of Asia’s top continental competition in both men’s and women’s football 🏆⚽️ 🟥 Men: 1985 &amp; 1998 Asian Club Championships 🟨 Women: 2025 AFC Women’s Champions League A legacy unmatched! 🔥,0.8684,positive
1962344051220562428,1948873714793062400,2025-09-01 02:37:35+00:00,"@issuikai_jp As a brother of China, Japan has lost its East Asian identity since the Meiji Restoration. You should face up to history instead of blindly being loyal to Japanese militarism. It was your mistake to invade China.","As a brother of China, Japan has lost its East Asian identity since the Meiji Restoration. You should face up to history instead of blindly being loyal to Japanese militarism. It was your mistake to invade China.",-0.1531,negative
1962334232166178961,216202215,2025-09-01 01:58:34+00:00,"@WestsideLAGuy Case in point: If you read up on the history of AI, how many of the most impactful frontier researchers, before it became “the thing” were East Asian? In T10 I see zero. When it was a real non-consensus risky field.

Now that it’s the big industry with huge pay and prestige? Tons","Case in point: If you read up on the history of AI, how many of the most impactful frontier researchers, before it became “the thing” were East Asian? In T10 I see zero. When it was a real non-consensus risky field. Now that it’s the big industry with huge pay and prestige? Tons",0.1179,positive
